,Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
1926,Hyundai,i10 Sportz 1.2,190000,2010,60000,Petrol,Manual,Roorkee,White,Third,Individual,1197,80,111@4000,FWD,3565,1595,1550,5,35
1633,Hyundai,i10 Sportz 1.2 AT,185000,2008,61000,Petrol,Automatic,Pune,Black,Third,Individual,1197,80,111@4000,FWD,3565,1595,1550,5,35
284,Hyundai,i10 Sportz 1.2 AT Kappa2,335000,2013,78301,Petrol,Automatic,Pune,Grey,Second,Individual,1197,79,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35
1167,Hyundai,i10 Sportz 1.2 AT Kappa2,370000,2013,41000,Petrol,Automatic,Pune,White,First,Individual,1197,79,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35
1669,Hyundai,i10 Sportz 1.2 AT Kappa2,375000,2013,34000,Petrol,Automatic,Mumbai,Red,First,Individual,1197,79,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35
375,Hyundai,i10 Sportz 1.2 Kappa2,275000,2011,42000,Petrol,Manual,Pune,Grey,First,Individual,1197,79,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35
1089,Hyundai,i10 Sportz 1.2 Kappa2,395000,2016,28000,Petrol,Manual,Mumbai,Maroon,First,Individual,1197,79,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35
1225,Hyundai,i10 Sportz 1.2 Kappa2,315000,2012,75000,Petrol,Manual,Pune,White,First,Individual,1197,79,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35
1528,Hyundai,i10 Sportz 1.2 Kappa2,250000,2011,64000,Petrol,Manual,Lucknow,Grey,First,Individual,1197,79,112.7619 Nm @ 4000 rpm,FWD,3585,1595,1550,5,35
631,Hyundai,i20 Active 1.2 S,529000,2015,57654,Petrol,Manual,Zirakpur,White,First,Individual,1197,82,115 Nm @ 4000 rpm,FWD,3995,1760,1555,5,45
798,Hyundai,i20 Active 1.2 SX,685000,2018,64300,Petrol,Manual,Pune,Brown,First,Individual,1197,82,115 Nm @ 4000 rpm,FWD,3995,1760,1555,5,40
1094,Hyundai,i20 Active 1.2 SX,560000,2016,22700,Petrol,Manual,Mumbai,Red,First,Individual,1197,82,115 Nm @ 4000 rpm,FWD,3995,1760,1555,5,45
1707,Hyundai,i20 Active 1.2 SX,595000,2015,45000,Petrol,Manual,Thane,White,First,Individual,1197,82,115 Nm @ 4000 rpm,FWD,3995,1760,1555,5,45
1016,Hyundai,i20 Active 1.4 S,545000,2016,70500,Diesel,Manual,Jamshedpur,White,First,Individual,1396,89,220 Nm @ 1500 rpm,FWD,3995,1760,1555,5,45
1300,Hyundai,i20 Active 1.4 S,750000,2017,72000,Diesel,Manual,Chennai,Maroon,First,Individual,1396,89,220 Nm @ 1500 rpm,FWD,3995,1760,1555,5,45
394,Hyundai,i20 Active 1.4 SX,725000,2016,84000,Diesel,Manual,Aurangabad,White,First,Individual,1396,89,220 Nm @ 1500 rpm,FWD,3995,1760,1555,5,45
1454,Hyundai,i20 Active 1.4 SX,540000,2015,59000,Diesel,Manual,Agra,Silver,First,Individual,1396,89,220 Nm @ 1500 rpm,FWD,3995,1760,1555,5,45
1074,Hyundai,i20 Asta 1.2,299000,2011,30000,Petrol,Manual,Panvel,Blue,Third,Individual,1498,116,,,4370,1770,1545,5,50
1078,Hyundai,i20 Asta 1.2,235000,2009,115000,Petrol,Manual,Coimbatore,Blue,Third,Individual,1197,80,112@4000,,3940,1710,1505,5,45
922,Hyundai,i20 Asta 1.4 AT with AVN,310000,2011,26000,Petrol,Automatic,Mumbai,Silver,First,Individual,1396,100,137@4200,,3940,1710,1505,5,45
1618,Hyundai,i20 Asta 1.4 CRDI,434999,2012,76148,Diesel,Manual,Hyderabad,Silver,First,Individual,1396,90,220@1750,,3940,1710,1505,5,45
1079,Hyundai,i20 Magna (O) 1.2,450000,2014,23000,Petrol,Manual,Ahmedabad,Brown,First,Individual,1197,83,113.796 Nm @ 4000 rpm,FWD,3995,1710,1505,5,45
1693,Hyundai,i20 Magna (O) 1.4 CRDI,375000,2012,82000,Diesel,Manual,Chandigarh,White,First,Individual,1336,89,219.744 Nm @ 1500 rpm,FWD,3995,1710,1505,5,45
146,Hyundai,i20 Magna 1.2,385000,2013,79287,Petrol,Manual,Kanpur,White,First,Individual,1197,83,113.796 Nm @ 4000 rpm,FWD,3995,1710,1505,5,45
814,Hyundai,i20 Magna 1.2,250000,2011,75431,Petrol,Manual,Mumbai,Grey,First,Individual,1498,116,,,4370,1770,1545,5,50
1184,Hyundai,i20 Magna 1.2,385000,2014,46000,Petrol,Manual,Hyderabad,Maroon,First,Individual,1197,83,113.796 Nm @ 4000 rpm,FWD,3995,1710,1505,5,45
1442,Hyundai,i20 Magna 1.2,245000,2011,41000,Petrol,Manual,Delhi,Red,First,Individual,1498,116,,,4370,1770,1545,5,50
1703,Hyundai,i20 Magna 1.2,300000,2014,40000,Petrol,Manual,Kolkata,Silver,First,Individual,1197,83,113.796 Nm @ 4000 rpm,FWD,3995,1710,1505,5,45
1903,Hyundai,i20 Magna 1.2,250000,2012,72000,Petrol,Manual,Mumbai,White,Third,Individual,1498,116,,,4370,1770,1545,5,50
207,Hyundai,i20 Magna 1.4 CRDI,340000,2013,98500,Diesel,Manual,Chandigarh,Silver,First,Individual,1336,89,219.744 Nm @ 1500 rpm,FWD,3995,1710,1505,5,45
310,Hyundai,i20 Sportz 1.2,375000,2013,29135,Petrol,Manual,Panchkula,White,First,Individual,1197,83,113 Nm @ 4000 rpm,FWD,3995,1710,1505,5,45
809,Hyundai,i20 Sportz 1.2 (O),335000,2013,80500,Petrol,Manual,Ambala Cantt,White,First,Individual,1498,116,,,4370,1770,1545,5,50
937,Hyundai,i20 Sportz 1.2 (O),275000,2011,45000,Petrol,Manual,Delhi,White,First,Individual,1498,116,,,4370,1770,1545,5,50
1656,Hyundai,i20 Sportz 1.2 BS-IV,350000,2011,84873,Petrol,Manual,Indore,Red,Second,Individual,1498,116,,,4370,1770,1545,5,50
817,Hyundai,i20 Sportz 1.4 CRDI,360000,2013,95610,Diesel,Manual,Rudrapur,White,Second,Individual,1336,89,219.744 Nm @ 1500 rpm,FWD,3995,1710,1505,5,45
1205,Hyundai,i20 Sportz 1.4 CRDI,550000,2014,75000,Diesel,Manual,Bangalore,Maroon,First,Individual,1396,90,220@1750,,3940,1710,1505,5,45
2052,Hyundai,i20 Sportz 1.4 CRDI,409999,2014,68000,Diesel,Manual,Agra,Silver,First,Individual,1396,90,220@1750,,3940,1710,1505,5,45
998,Hyundai,Santa Fe 2WD AT [2014-2017],875000,2014,99000,Diesel,Automatic,Delhi,White,First,Corporate,2199,194,437 Nm @ 1800 rpm,AWD,4690,1880,1690,7,64
1002,Hyundai,Santa Fe 2WD AT [2014-2017],825000,2015,75000,Diesel,Automatic,Delhi,Silver,Second,Individual,2199,194,437 Nm @ 1800 rpm,AWD,4690,1880,1690,7,64
1248,Hyundai,Santa Fe 2WD AT [2014-2017],1175000,2014,87938,Diesel,Automatic,Bangalore,White,Second,Individual,2199,194,437 Nm @ 1800 rpm,AWD,4690,1880,1690,7,64
1025,Hyundai,Santa Fe 4 WD (AT),650000,2013,83466,Diesel,Automatic,Jaipur,White,First,Individual,2199,195,436 Nm @ 1800 rpm,AWD,4660,1890,1760,7,70
936,Hyundai,Santro Era,409999,2019,32000,Petrol,Manual,Zirakpur,Silver,First,Individual,1086,68,99 Nm @ 4500 rpm,FWD,3610,1645,1560,5,35
34,Hyundai,Santro GL (CNG),145000,2009,72000,CNG,Manual,Kanpur,Silver,Second,Individual,1086,62,96 Nm @ 3000 rpm,FWD,3565,1525,1590,5,35
125,Hyundai,Santro GL (CNG),200000,2013,57000,CNG,Manual,Kanpur,White,First,Individual,1086,62,96 Nm @ 3000 rpm,FWD,3565,1525,1590,5,35
1010,Hyundai,Santro GL (CNG),275000,2013,76000,CNG,Manual,Delhi,White,First,Individual,1086,62,96 Nm @ 3000 rpm,FWD,3565,1525,1590,5,35
117,Hyundai,Santro GL LPG,120000,2009,48500,LPG,Manual,Lucknow,Grey,Fourth,Individual,1086,63,89@3000,,3565,1525,1590,5,35
1593,Hyundai,Santro GL Plus,254999,2012,17000,Petrol,Manual,Mohali,Silver,First,Individual,1086,62,96 Nm @ 3000 rpm,FWD,3565,1525,1590,5,35
1337,Hyundai,Santro GLS,141000,2009,56400,Petrol,Manual,Jamshedpur,Silver,Third,Individual,1086,62,96 Nm @ 3000 rpm,FWD,3565,1525,1590,5,35
766,Hyundai,Santro Magna [2018-2020],509999,2019,30858,Petrol,Manual,Hyderabad,Silver,First,Individual,1086,68,99 Nm @ 4500 rpm,FWD,3610,1645,1560,5,35
580,Hyundai,Santro Sportz,551000,2021,19000,Petrol,Manual,Ahmedabad,White,First,Individual,1086,68,99 Nm @ 4500 rpm,FWD,3610,1645,1560,5,35
1916,Hyundai,Santro Sportz [2018-2020],515000,2022,3395,Petrol,Manual,Ludhiana,Others,First,Individual,1086,68,99 Nm @ 4500 rpm,FWD,3610,1645,1560,5,35
22,Hyundai,Santro Sportz AMT [2018-2020],589000,2018,13772,Petrol,Automatic,Bangalore,White,First,Individual,1086,68,99 Nm @ 4500 rpm,FWD,3610,1645,1560,5,35
745,Hyundai,Santro Sportz AMT [2018-2020],465000,2019,19000,Petrol,Automatic,Kolkata,Gold,First,Individual,1086,68,99 Nm @ 4500 rpm,FWD,3610,1645,1560,5,35
967,Hyundai,Santro Sportz AMT [2018-2020],434999,2019,34400,Petrol,Automatic,Ranchi,Silver,First,Individual,1086,68,99 Nm @ 4500 rpm,FWD,3610,1645,1560,5,35
1249,Hyundai,Santro Sportz CNG [2018-2020],545000,2019,43000,CNG,Manual,Mumbai,Silver,First,Individual,1086,58,84 Nm @ 4500 rpm,FWD,3610,1645,1560,5,60
1317,Hyundai,Santro Sportz CNG [2018-2020],495000,2019,46000,CNG,Manual,Agra,Silver,First,Individual,1086,58,84 Nm @ 4500 rpm,FWD,3610,1645,1560,5,60
1399,Hyundai,Santro Sportz CNG [2018-2020],465000,2019,28000,CNG,Manual,Delhi,White,First,Individual,1086,58,84 Nm @ 4500 rpm,FWD,3610,1645,1560,5,60
1383,Hyundai,Santro XO eRLX - Euro III,178000,2007,85000,Petrol,Manual,Coimbatore,Silver,Second,Individual,1086,63,89@3000,,3565,1525,1590,5,35
699,Hyundai,Sonata 2.0 CRDi,225000,2009,140000,Diesel,Manual,Yamunanagar,Silver,Third,Individual,1991,142,323@2000,FWD,4800,1832,1485,5,70
529,Hyundai,Tucson 2WD AT GLS Diesel,1600000,2016,128000,Diesel,Automatic,Pune,White,Second,Corporate,1995,182,400 Nm @ 1750 rpm,FWD,4475,1850,1660,5,62
816,Hyundai,Tucson GL 2WD AT Diesel,2395000,2019,44876,Diesel,Automatic,Bangalore,White,First,Individual,1995,182,400 Nm @ 1750 rpm,FWD,4475,1850,1660,5,62
1587,Hyundai,Tucson GL 2WD AT Diesel,2089999,2019,31000,Diesel,Automatic,Delhi,White,First,Individual,1995,182,400 Nm @ 1750 rpm,FWD,4475,1850,1660,5,62
308,Hyundai,Tucson GL 2WD AT Petrol,1595000,2017,86000,Petrol,Automatic,Bangalore,Blue,First,Individual,1999,153,192 Nm @ 4000 rpm,FWD,4475,1850,1660,5,62
363,Hyundai,Tucson GLS 2WD AT Petrol,1789999,2018,46000,Petrol,Automatic,Delhi,Black,First,Individual,1999,153,192 Nm @ 4000 rpm,FWD,4475,1850,1660,5,62
1736,Hyundai,Venue S 1.0 AT Petrol [2019-2020],750000,2019,43600,Petrol,Automatic,Allahabad,White,First,Individual,998,118,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
968,Hyundai,Venue SX (O) 1.0 Turbo iMT,1070000,2021,8800,Petrol,Manual,Delhi,White,First,Individual,998,118,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
1947,Hyundai,Venue SX (O) 1.0 Turbo iMT,1050000,2021,7500,Petrol,Manual,Hyderabad,Blue,First,Individual,998,118,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
1199,Hyundai,Venue SX (O) 1.5 CRDi,1080000,2020,56000,Diesel,Manual,Jalandhar,Blue,First,Individual,1493,99,240 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
23,Hyundai,Venue SX 1.0 (O) Petrol [2019-2020],999000,2019,27464,Petrol,Manual,Bangalore,Blue,First,Individual,998,118,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
30,Hyundai,Venue SX 1.0 Turbo iMT,990000,2020,24013,Petrol,Manual,Mumbai,Blue,First,Individual,998,118,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
298,Hyundai,Venue SX 1.0 Turbo iMT,1085000,2022,3383,Petrol,Manual,Mumbai,Blue,First,Individual,998,118,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
1202,Hyundai,Venue SX 1.0 Turbo iMT,1185000,2021,10700,Petrol,Manual,Jaipur,White,First,Individual,998,118,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
1413,Hyundai,Venue SX 1.0 Turbo iMT,900000,2020,23000,Petrol,Manual,Haldwani,Brown,First,Individual,998,118,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
656,Hyundai,Venue SX 1.4 CRDi,1025000,2019,42000,Diesel,Manual,Mumbai,Silver,First,Individual,1396,89,220 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
1663,Hyundai,Venue SX 1.4 CRDi,1175000,2021,37556,Diesel,Manual,Nashik,White,First,Individual,1396,89,220 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
320,Hyundai,Venue SX 1.5 CRDi,1097000,2022,1700,Diesel,Manual,Mumbai,White,First,Individual,1493,99,240 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
562,Hyundai,Venue SX Plus 1.0 Turbo DCT,1090000,2020,26200,Petrol,Automatic,Delhi,White,First,Individual,998,118,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
1328,Hyundai,Venue SX Plus 1.0 Turbo DCT,1075000,2019,28000,Petrol,Automatic,Chennai,Blue,First,Individual,998,118,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45
988,Hyundai,Verna 1.6 CRDI SX,640000,2015,49000,Diesel,Manual,Mumbai,White,First,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43
1175,Hyundai,Verna 1.6 CRDI SX,1125000,2019,40000,Diesel,Manual,Ludhiana,White,First,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43
1310,Hyundai,Verna 1.6 CRDI SX,725000,2016,42000,Diesel,Manual,Ludhiana,White,First,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43
1319,Hyundai,Verna 1.6 CRDI SX,799000,2018,79800,Diesel,Manual,Karnal,Grey,First,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43
1866,Hyundai,Verna 1.6 CRDI SX,925000,2018,925000,Diesel,Manual,Karnal,White,First,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43
1911,Hyundai,Verna 1.6 CRDI SX,1100000,2019,26000,Diesel,Manual,Patna,White,First,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43
1930,Hyundai,Verna 1.6 CRDI SX,855000,2017,57000,Diesel,Manual,Bangalore,Grey,Second,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43
1162,Hyundai,Verna 1.6 CRDI SX (O),1175000,2018,97000,Diesel,Manual,Jaipur,White,First,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43
1539,Hyundai,Verna 1.6 CRDI SX (O),965000,2018,87001,Diesel,Manual,Delhi,White,First,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43
1850,Hyundai,Verna 1.6 CRDI SX (O),844999,2018,71000,Diesel,Manual,Gurgaon,White,Second,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43
468,Hyundai,Verna 1.6 VTVT S,495000,2015,42000,Petrol,Manual,Kolkata,Red,First,Individual,1591,121,155 Nm @ 4200 rpm,FWD,4375,1700,1475,5,43
98,Hyundai,Verna 1.6 VTVT SX,750000,2018,16339,Petrol,Manual,Kolkata,Black,First,Individual,1591,121,158 Nm @ 4200 rpm,FWD,4375,1700,1475,5,43
971,Hyundai,Verna 1.6 VTVT SX,645000,2016,45000,Petrol,Manual,Delhi,White,First,Individual,1591,121,158 Nm @ 4200 rpm,FWD,4375,1700,1475,5,43
1209,Hyundai,Verna 1.6 VTVT SX (O),1175000,2019,20000,Petrol,Manual,Delhi,Black,First,Individual,1591,121,158 Nm @ 4200 rpm,FWD,4375,1700,1475,5,43
1756,Hyundai,Verna 1.6 VTVT SX AT,770000,2016,20000,Petrol,Automatic,Pune,White,First,Individual,1591,121,158 Nm @ 4200 rpm,FWD,4375,1700,1475,5,43
145,Hyundai,Verna EX 1.6 CRDi [2017-2018],484999,2013,87000,Diesel,Manual,Ludhiana,White,First,Individual,1582,126,260 Nm @ 1500 rpm,FWD,4440,1729,1475,5,45
1767,Hyundai,Verna EX 1.6 CRDi [2017-2018],810000,2018,73000,Diesel,Manual,Pune,Red,First,Individual,1582,126,260 Nm @ 1500 rpm,FWD,4440,1729,1475,5,45
629,Hyundai,Verna Fluidic 1.6 CRDi,565000,2014,68000,Diesel,Manual,Lucknow,White,First,Individual,1582,128,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43
132,Hyundai,Verna Fluidic 1.6 CRDi SX,470000,2013,66000,Diesel,Manual,Amritsar,Grey,Third,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43
155,Hyundai,Verna Fluidic 1.6 CRDi SX,425000,2012,70000,Diesel,Manual,Jalandhar,White,Second,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43
244,Hyundai,Verna Fluidic 1.6 CRDi SX,484999,2013,107000,Diesel,Manual,Chandigarh,White,First,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43
930,Hyundai,Verna Fluidic 1.6 CRDi SX,540000,2014,86000,Diesel,Manual,Lucknow,Silver,First,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43
1172,Hyundai,Verna Fluidic 1.6 CRDi SX,545000,2014,74000,Diesel,Manual,Mohali,Grey,First,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43
1181,Hyundai,Verna Fluidic 1.6 CRDi SX,459999,2013,78000,Diesel,Manual,Ahmedabad,White,Second,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43
1458,Hyundai,Verna Fluidic 1.6 CRDi SX,400000,2013,71000,Diesel,Manual,Agra,Grey,First,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43
1507,Hyundai,Verna Fluidic 1.6 CRDi SX,235000,2011,135000,Diesel,Manual,Ambala Cantt,White,First,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43
1692,Hyundai,Verna Fluidic 1.6 CRDi SX,415000,2014,62000,Diesel,Manual,Delhi,Silver,Second,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43
1945,Hyundai,Verna Fluidic 1.6 CRDi SX,595000,2014,65123,Diesel,Manual,Patna,Black,First,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43
1581,Hyundai,Verna Fluidic 1.6 CRDi SX Opt,525000,2014,64000,Diesel,Manual,Ahmedabad,White,Second,Individual,1582,126,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43
154,Hyundai,Verna Fluidic 1.6 VTVT SX,699000,2017,67000,Petrol,Manual,Navi Mumbai,White,First,Individual,1591,121,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
1522,Hyundai,Verna Fluidic 1.6 VTVT SX,385000,2011,73000,Petrol,Manual,Delhi,Grey,First,Individual,1591,121,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
1524,Hyundai,Verna Fluidic 1.6 VTVT SX,547000,2013,36623,Petrol,Manual,Zirakpur,Silver,First,Individual,1591,121,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
1752,Hyundai,Verna Fluidic 1.6 VTVT SX,475000,2014,62000,Petrol,Manual,Delhi,Silver,First,Individual,1591,121,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
714,Hyundai,Verna Fluidic 1.6 VTVT SX AT,598000,2015,58200,Petrol,Automatic,Navi Mumbai,Silver,First,Individual,1591,121,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
1153,Hyundai,Verna Fluidic 1.6 VTVT SX AT,645000,2015,58200,Petrol,Automatic,Mumbai,Silver,First,Individual,1591,121,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
297,Hyundai,Verna Fluidic 1.6 VTVT SX Opt,545000,2014,56000,Petrol,Manual,Noida,Red,First,Individual,1591,121,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
1029,Hyundai,Verna Fluidic 1.6 VTVT SX Opt,380000,2012,53000,Petrol,Manual,Mumbai,Grey,First,Corporate,1591,121,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
1163,Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,475000,2014,72900,Petrol,Automatic,Mumbai,Blue,Second,Individual,1591,121,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
1486,Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,1125000,2019,50000,Petrol,Automatic,Delhi,White,First,Individual,1591,121,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
1793,Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,1325000,2021,9900,Petrol,Automatic,Mumbai,Blue,First,Individual,1591,121,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
1863,Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,1180000,2019,38000,Petrol,Automatic,Bangalore,White,First,Individual,1591,121,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
1877,Hyundai,Verna SX (O) 1.6 CRDi,811999,2017,31000,Diesel,Manual,Kolkata,White,First,Individual,1582,126,260 Nm @ 1500 rpm,FWD,4440,1729,1475,5,45
1745,Hyundai,Verna SX (O) AT Anniversary Edition 1.6 VTVT,975000,2018,53300,Petrol,Automatic,Thane,Grey,First,Individual,1591,121,151 Nm @ 4850 rpm,FWD,4440,1729,1475,5,45
669,Hyundai,Verna SX Plus 1.6 CRDi AT,1085000,2018,45915,Diesel,Automatic,Mumbai,Black,First,Individual,1582,126,260 Nm @ 1500 rpm,FWD,4440,1729,1475,5,45
1609,Hyundai,Verna SX Plus 1.6 CRDi AT,1123000,2017,80000,Diesel,Automatic,Bangalore,Silver,First,Individual,1582,126,260 Nm @ 1500 rpm,FWD,4440,1729,1475,5,45
1290,Hyundai,Verna SX Plus 1.6 VTVT AT,1149000,2019,26894,Petrol,Automatic,Hyderabad,Black,First,Individual,1591,121,151 Nm @ 4850 rpm,FWD,4440,1729,1475,5,45
382,Hyundai,Xcent E Plus CRDi,445000,2018,65555,Diesel,Manual,Varanasi,White,Second,Individual,1186,74,190 Nm @ 1750 rpm,FWD,3995,1660,1520,5,43
1521,Hyundai,Xcent S 1.1 CRDi (O),390000,2014,81000,Diesel,Manual,Lucknow,White,First,Individual,1120,71,180 Nm @ 1750 rpm,FWD,3995,1660,1520,5,43
1858,Hyundai,Xcent S 1.1 CRDi Special Edition,451000,2017,55000,Diesel,Manual,Ahmedabad,White,First,Individual,1120,71,180 Nm @ 1750 rpm,FWD,3995,1660,1520,5,43
1490,Hyundai,Xcent S 1.2,490000,2018,66000,Petrol,Manual,Ahmedabad,White,First,Individual,1197,81,114 Nm @ 4000 rpm,FWD,3995,1660,1520,5,43
1572,Hyundai,Xcent S 1.2,399000,2014,74000,Petrol,Manual,Ahmedabad,White,First,Individual,1197,81,114 Nm @ 4000 rpm,FWD,3995,1660,1520,5,43
159,Hyundai,Xcent S 1.2 (O),490000,2015,23103,Petrol,Manual,Udupi,White,First,Individual,1197,81,114 Nm @ 4000 rpm,FWD,3995,1660,1520,5,43
1357,Hyundai,Xcent S 1.2 (O),425000,2015,11628,Petrol,Manual,Kolkata,Black,First,Individual,1197,81,114 Nm @ 4000 rpm,FWD,3995,1660,1520,5,43
446,Hyundai,Xcent SX 1.1 CRDi,525000,2018,78900,Diesel,Manual,Vadodara,Silver,First,Individual,1120,71,160 Nm @ 1500 rpm,FWD,3995,1660,1520,5,43
1995,Hyundai,Xcent SX 1.1 CRDi,551000,2019,39000,Diesel,Manual,Jaipur,White,First,Individual,1120,71,160 Nm @ 1500 rpm,FWD,3995,1660,1520,5,43
1907,Hyundai,Xcent SX 1.1 CRDi (O),200000,2014,56000,Diesel,Manual,Delhi,White,Third,Individual,1120,71,180 Nm @ 1750 rpm,FWD,3995,1660,1520,5,43
914,Hyundai,Xcent SX CRDi,434999,2017,27000,Diesel,Manual,Kolkata,White,Second,Individual,1186,74,190 Nm @ 1750 rpm,FWD,3995,1660,1520,5,43
281,Isuzu,MU-X 4x2,2100000,2018,75592,Diesel,Automatic,Hyderabad,White,First,Individual,2999,174,380 Nm @ 1800 rpm,RWD,4825,1860,1840,7,65
859,Isuzu,MU-X 4x2,1791000,2017,96095,Diesel,Automatic,Thane,Silver,First,Individual,2999,174,380 Nm @ 1800 rpm,RWD,4825,1860,1840,7,65
257,Jaguar,F-Pace Prestige,4200000,2018,90868,Diesel,Automatic,Chennai,Blue,First,Individual,1999,177,430 Nm @ 1750 rpm,AWD,4731,2071,1651,5,82
452,Jaguar,F-Pace Prestige,5200000,2019,43000,Diesel,Automatic,Delhi,Black,First,Individual,1999,177,430 Nm @ 1750 rpm,AWD,4731,2071,1651,5,82
1036,Jaguar,F-Pace Prestige,4325000,2018,40545,Diesel,Automatic,Ahmedabad,Grey,First,Individual,1999,177,430 Nm @ 1750 rpm,AWD,4731,2071,1651,5,82
292,Jaguar,XE Prestige Diesel,3299000,2017,29999,Diesel,Automatic,Bangalore,Blue,First,Individual,1999,177,430 Nm @ 1750 rpm,RWD,4795,1967,1416,5,56
1127,Jaguar,XE Prestige Diesel,2700000,2018,45545,Diesel,Automatic,Chandigarh,Red,Second,Individual,1999,177,430 Nm @ 1750 rpm,RWD,4795,1967,1416,5,56
1919,Jaguar,XE Prestige Diesel,2850000,2018,45000,Diesel,Automatic,Dehradun,White,First,Individual,1999,177,430 Nm @ 1750 rpm,RWD,4795,1967,1416,5,56
296,Jaguar,XF 3.0 V6 Premium Luxury,1875000,2014,66000,Diesel,Automatic,Mumbai,Green,First,Individual,1498,116,,,4370,1770,1545,5,50
642,Jaguar,XF 3.0 V6 Premium Luxury,3350000,2014,49235,Diesel,Automatic,Bangalore,Purple,First,Individual,1498,116,,,4370,1770,1545,5,50
727,Jaguar,XF 3.0 V6 Premium Luxury,2650000,2015,62645,Diesel,Automatic,Hyderabad,Bronze,First,Individual,1498,116,,,4370,1770,1545,5,50
1311,Jaguar,XF Portfolio Diesel,4600000,2020,56000,Diesel,Automatic,Chennai,Blue,First,Individual,1999,177,430 Nm @ 1750 rpm,RWD,5067,2091,1457,5,66
681,Jaguar,XF Prestige Diesel CBU,3750000,2019,13500,Diesel,Automatic,Delhi,Silver,Second,Individual,1999,177,430 Nm @ 1750 rpm,RWD,5067,2091,1457,5,66
